"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"United Kingdom","Tide, wave and marine – Autoproducer","2021","Kilowatt-hours, million","5.471",""
"United Kingdom","Tide, wave and marine – Autoproducer","2020","Kilowatt-hours, million","11.278",""
"United Kingdom","Tide, wave and marine – Autoproducer","2019","Kilowatt-hours, million","13.991",""
"United Kingdom","Tide, wave and marine – Autoproducer","2018","Kilowatt-hours, million","9.298",""
"United Kingdom","Tide, wave and marine – Autoproducer","2017","Kilowatt-hours, million","4.194",""
"United Kingdom","Tide, wave and marine – Autoproducer","2016","Kilowatt-hours, million","0",""
"United Kingdom","Tide, wave and marine – Autoproducer","2015","Kilowatt-hours, million","2",""
"United Kingdom","Tide, wave and marine – Autoproducer","2014","Kilowatt-hours, million","1",""
"United Kingdom","Tide, wave and marine – Autoproducer","2013","Kilowatt-hours, million","4",""
"United Kingdom","Tide, wave and marine – Autoproducer","2012","Kilowatt-hours, million","4",""
"United Kingdom","Tide, wave and marine – Autoproducer","2011","Kilowatt-hours, million","1",""
"United Kingdom","Tide, wave and marine – Autoproducer","2010","Kilowatt-hours, million","2",""
"United Kingdom","Tide, wave and marine – Autoproducer","2009","Kilowatt-hours, million","1",""
"United Kingdom","Wind – Autoproducer","2021","Kilowatt-hours, million","7443.846",""
"United Kingdom","Wind – Autoproducer","2020","Kilowatt-hours, million","9562.795",""
"United Kingdom","Wind – Autoproducer","2019","Kilowatt-hours, million","8761.118",""
"United Kingdom","Wind – Autoproducer","2018","Kilowatt-hours, million","8761.118",""
"United Kingdom","Wind – Autoproducer","2017","Kilowatt-hours, million","8686.689",""
"United Kingdom","Wind – Autoproducer","2016","Kilowatt-hours, million","6447",""
"United Kingdom","Wind – Autoproducer","2015","Kilowatt-hours, million","7018",""
"United Kingdom","Wind – Autoproducer","2014","Kilowatt-hours, million","5197",""
"United Kingdom","Wind – Autoproducer","2013","Kilowatt-hours, million","4439",""
"United Kingdom","Wind – Autoproducer","2012","Kilowatt-hours, million","2690",""
"United Kingdom","Wind – Autoproducer","2011","Kilowatt-hours, million","3045",""
"United Kingdom","Wind – Autoproducer","2010","Kilowatt-hours, million","2316",""
"United Kingdom","Wind – Autoproducer","2009","Kilowatt-hours, million","2741",""
"United Kingdom","Wind – Autoproducer","2008","Kilowatt-hours, million","1734",""
"United Kingdom","Wind – Autoproducer","2007","Kilowatt-hours, million","1705",""
"United Kingdom","Wind – Autoproducer","2006","Kilowatt-hours, million","4225",""
"United Kingdom","Wind – Autoproducer","2005","Kilowatt-hours, million","2904",""
"United Kingdom","Wind – Autoproducer","2004","Kilowatt-hours, million","1935",""
"United Kingdom","Wind – Autoproducer","2003","Kilowatt-hours, million","1285",""
"United Kingdom","Wind – Autoproducer","2002","Kilowatt-hours, million","1256",""
"United Kingdom","Wind – Autoproducer","2001","Kilowatt-hours, million","965",""
"United Kingdom","Wind – Autoproducer","2000","Kilowatt-hours, million","947",""
"United Kingdom","Wind – Autoproducer","1999","Kilowatt-hours, million","850",""
"United Kingdom","Wind – Autoproducer","1998","Kilowatt-hours, million","877",""
"United Kingdom","Wind – Autoproducer","1997","Kilowatt-hours, million","667",""
"United Kingdom","Wind – Autoproducer","1996","Kilowatt-hours, million","488",""
"United Kingdom","Wind – Autoproducer","1995","Kilowatt-hours, million","391",""
"United Kingdom","Wind – Autoproducer","1994","Kilowatt-hours, million","342",""
"United Kingdom","Wind – Autoproducer","1993","Kilowatt-hours, million","218",""
"United Kingdom","Wind – Autoproducer","1992","Kilowatt-hours, million","40",""
"United Kingdom","Wind – Autoproducer","1991","Kilowatt-hours, million","11",""
"United Kingdom","Wind – Autoproducer","1990","Kilowatt-hours, million","9",""
"United Kingdom","Electricity - net production","2022","Kilowatt-hours, million","323910.198",""
"United Kingdom","Electricity - net production","2021","Kilowatt-hours, million","297159.966",""
"United Kingdom","Electricity - net production","2020","Kilowatt-hours, million","300002.839",""
"United Kingdom","Electricity - net production","2019","Kilowatt-hours, million","311951.009",""
"United Kingdom","Electricity - net production","2018","Kilowatt-hours, million","316592.789",""
"United Kingdom","Electricity - net production","2017","Kilowatt-hours, million","320849.205",""
"United Kingdom","Electricity - net production","2016","Kilowatt-hours, million","321911",""
"United Kingdom","Electricity - net production","2015","Kilowatt-hours, million","320449",""
"United Kingdom","Electricity - net production","2014","Kilowatt-hours, million","320380",""
"United Kingdom","Electricity - net production","2013","Kilowatt-hours, million","339367",""
"United Kingdom","Electricity - net production","2012","Kilowatt-hours, million","344812",""
"United Kingdom","Electricity - net production","2011","Kilowatt-hours, million","350393",""
"United Kingdom","Electricity - net production","2010","Kilowatt-hours, million","364781",""
"United Kingdom","Electricity - net production","2009","Kilowatt-hours, million","359764",""
"United Kingdom","Electricity - net production","2008","Kilowatt-hours, million","373120",""
"United Kingdom","Electricity - net production","2007","Kilowatt-hours, million","379136",""
"United Kingdom","Electricity - net production","2006","Kilowatt-hours, million","378779",""
"United Kingdom","Electricity - net production","2005","Kilowatt-hours, million","380483",""
"United Kingdom","Electricity - net production","2004","Kilowatt-hours, million","376904",""
"United Kingdom","Electricity - net production","2003","Kilowatt-hours, million","380072",""
"United Kingdom","Electricity - net production","2002","Kilowatt-hours, million","370121",""
"United Kingdom","Electricity - net production","2001","Kilowatt-hours, million","367392",""
"United Kingdom","Electricity - net production","2000","Kilowatt-hours, million","360765",""
"United Kingdom","Electricity - net production","1999","Kilowatt-hours, million","351446",""
"United Kingdom","Electricity - net production","1998","Kilowatt-hours, million","345294",""
"United Kingdom","Electricity - net production","1997","Kilowatt-hours, million","334107",""
"United Kingdom","Electricity - net production","1996","Kilowatt-hours, million","334788",""
"United Kingdom","Electricity - net production","1995","Kilowatt-hours, million","316625",""
"United Kingdom","Electricity - net production","1994","Kilowatt-hours, million","308987",""
"United Kingdom","Electricity - net production","1993","Kilowatt-hours, million","303806",""
"United Kingdom","Electricity - net production","1992","Kilowatt-hours, million","300802",""
"United Kingdom","Electricity - net production","1991","Kilowatt-hours, million","302764",""
"United Kingdom","Electricity - net production","1990","Kilowatt-hours, million","300128",""
"United Kingdom","Electricity - imports","2022","Kilowatt-hours, million","15450.5",""
"United Kingdom","Electricity - imports","2021","Kilowatt-hours, million","28742.918",""
"United Kingdom","Electricity - imports","2020","Kilowatt-hours, million","22390.724",""
"United Kingdom","Electricity - imports","2019","Kilowatt-hours, million","24555.595",""
"United Kingdom","Electricity - imports","2018","Kilowatt-hours, million","21332.42",""
"United Kingdom","Electricity - imports","2017","Kilowatt-hours, million","18166.975",""
"United Kingdom","Electricity - imports","2016","Kilowatt-hours, million","20018",""
"United Kingdom","Electricity - imports","2015","Kilowatt-hours, million","22961",""
"United Kingdom","Electricity - imports","2014","Kilowatt-hours, million","23243",""
"United Kingdom","Electricity - imports","2013","Kilowatt-hours, million","17533",""
"United Kingdom","Electricity - imports","2012","Kilowatt-hours, million","13774",""
"United Kingdom","Electricity - imports","2011","Kilowatt-hours, million","8690",""
"United Kingdom","Electricity - imports","2010","Kilowatt-hours, million","7144",""
"United Kingdom","Electricity - imports","2009","Kilowatt-hours, million","6609",""
"United Kingdom","Electricity - imports","2008","Kilowatt-hours, million","12294",""
"United Kingdom","Electricity - imports","2007","Kilowatt-hours, million","8613",""
"United Kingdom","Electricity - imports","2006","Kilowatt-hours, million","10282",""
"United Kingdom","Electricity - imports","2005","Kilowatt-hours, million","11160",""
"United Kingdom","Electricity - imports","2004","Kilowatt-hours, million","9784",""
"United Kingdom","Electricity - imports","2003","Kilowatt-hours, million","5119",""
"United Kingdom","Electricity - imports","2002","Kilowatt-hours, million","9182",""
"United Kingdom","Electricity - imports","2001","Kilowatt-hours, million","10663",""
"United Kingdom","Electricity - imports","2000","Kilowatt-hours, million","14308",""
"United Kingdom","Electricity - imports","1999","Kilowatt-hours, million","14507",""
"United Kingdom","Electricity - imports","1998","Kilowatt-hours, million","12839",""
"United Kingdom","Electricity - imports","1997","Kilowatt-hours, million","16615",""
"United Kingdom","Electricity - imports","1996","Kilowatt-hours, million","16792",""
"United Kingdom","Electricity - imports","1995","Kilowatt-hours, million","16336",""
"United Kingdom","Electricity - imports","1994","Kilowatt-hours, million","16887",""
"United Kingdom","Electricity - imports","1993","Kilowatt-hours, million","16721",""
"United Kingdom","Electricity - imports","1992","Kilowatt-hours, million","16725",""
"United Kingdom","Electricity - imports","1991","Kilowatt-hours, million","16422",""
"United Kingdom","Electricity - imports","1990","Kilowatt-hours, million","11990",""
"United Kingdom","Electricity - exports","2022","Kilowatt-hours, million","20792.9",""
"United Kingdom","Electricity - exports","2021","Kilowatt-hours, million","4165.547",""
"United Kingdom","Electricity - exports","2020","Kilowatt-hours, million","4480.843",""
"United Kingdom","Electricity - exports","2019","Kilowatt-hours, million","3385.116",""
"United Kingdom","Electricity - exports","2018","Kilowatt-hours, million","2224.76",""
"United Kingdom","Electricity - exports","2017","Kilowatt-hours, million","3407.04",""
"United Kingdom","Electricity - exports","2016","Kilowatt-hours, million","2273",""
"United Kingdom","Electricity - exports","2015","Kilowatt-hours, million","1855",""
"United Kingdom","Electricity - exports","2014","Kilowatt-hours, million","2723",""
"United Kingdom","Electricity - exports","2013","Kilowatt-hours, million","3102",""
"United Kingdom","Electricity - exports","2012","Kilowatt-hours, million","1910",""
"United Kingdom","Electricity - exports","2011","Kilowatt-hours, million","2467",""
"United Kingdom","Electricity - exports","2010","Kilowatt-hours, million","4482",""
"United Kingdom","Electricity - exports","2009","Kilowatt-hours, million","3748",""
"United Kingdom","Electricity - exports","2008","Kilowatt-hours, million","1271",""
"United Kingdom","Electricity - exports","2007","Kilowatt-hours, million","3398",""
"United Kingdom","Electricity - exports","2006","Kilowatt-hours, million","2765",""
"United Kingdom","Electricity - exports","2005","Kilowatt-hours, million","2839",""
"United Kingdom","Electricity - exports","2004","Kilowatt-hours, million","2294",""
"United Kingdom","Electricity - exports","2003","Kilowatt-hours, million","2959",""
"United Kingdom","Electricity - exports","2002","Kilowatt-hours, million","768",""
"United Kingdom","Electricity - exports","2001","Kilowatt-hours, million","264",""
"United Kingdom","Electricity - exports","2000","Kilowatt-hours, million","134",""
"United Kingdom","Electricity - exports","1999","Kilowatt-hours, million","263",""
"United Kingdom","Electricity - exports","1998","Kilowatt-hours, million","131",""
"United Kingdom","Electricity - exports","1997","Kilowatt-hours, million","41",""
"United Kingdom","Electricity - exports","1996","Kilowatt-hours, million","37",""
"United Kingdom","Electricity - exports","1995","Kilowatt-hours, million","23",""
"United Kingdom","Electricity - exports","1994","Kilowatt-hours, million","0",""
"United Kingdom","Electricity - exports","1993","Kilowatt-hours, million","5",""
"United Kingdom","Electricity - exports","1992","Kilowatt-hours, million","31",""
"United Kingdom","Electricity - exports","1991","Kilowatt-hours, million","15",""
"United Kingdom","Electricity - exports","1990","Kilowatt-hours, million","47",""
"United Kingdom","Electricity - Energy industries own use","2021","Kilowatt-hours, million","6942.744",""
"United Kingdom","Electricity - Energy industries own use","2020","Kilowatt-hours, million","6858.047",""
"United Kingdom","Electricity - Energy industries own use","2019","Kilowatt-hours, million","6622.754",""
"United Kingdom","Electricity - Energy industries own use","2018","Kilowatt-hours, million","6815.21",""
"United Kingdom","Electricity - Energy industries own use","2017","Kilowatt-hours, million","7112.043",""
"United Kingdom","Electricity - Energy industries own use","2016","Kilowatt-hours, million","7156",""
"United Kingdom","Electricity - Energy industries own use","2015","Kilowatt-hours, million","7426",""
"United Kingdom","Electricity - Energy industries own use","2014","Kilowatt-hours, million","7869",""
"United Kingdom","Electricity - Energy industries own use","2013","Kilowatt-hours, million","7963",""
"United Kingdom","Electricity - Energy industries own use","2012","Kilowatt-hours, million","7088",""
"United Kingdom","Electricity - Energy industries own use","2011","Kilowatt-hours, million","7930",""
"United Kingdom","Electricity - Energy industries own use","2010","Kilowatt-hours, million","8542",""
"United Kingdom","Electricity - Energy industries own use","2009","Kilowatt-hours, million","8271",""
"United Kingdom","Electricity - Energy industries own use","2008","Kilowatt-hours, million","8278",""
"United Kingdom","Electricity - Energy industries own use","2007","Kilowatt-hours, million","9793",""
"United Kingdom","Electricity - Energy industries own use","2006","Kilowatt-hours, million","8634",""
"United Kingdom","Electricity - Energy industries own use","2005","Kilowatt-hours, million","8520",""
"United Kingdom","Electricity - Energy industries own use","2004","Kilowatt-hours, million","8775",""
"United Kingdom","Electricity - Energy industries own use","2003","Kilowatt-hours, million","10398",""
"United Kingdom","Electricity - Energy industries own use","2002","Kilowatt-hours, million","10708",""
"United Kingdom","Electricity - Energy industries own use","2001","Kilowatt-hours, million","9783",""
"United Kingdom","Electricity - Energy industries own use","2000","Kilowatt-hours, million","10877",""
"United Kingdom","Electricity - Energy industries own use","1999","Kilowatt-hours, million","9310",""
"United Kingdom","Electricity - Energy industries own use","1998","Kilowatt-hours, million","9672",""
"United Kingdom","Electricity - Energy industries own use","1997","Kilowatt-hours, million","9870",""
"United Kingdom","Electricity - Energy industries own use","1996","Kilowatt-hours, million","10412",""
"United Kingdom","Electricity - Energy industries own use","1995","Kilowatt-hours, million","9083",""
"United Kingdom","Electricity - Energy industries own use","1994","Kilowatt-hours, million","7518",""
"United Kingdom","Electricity - Energy industries own use","1993","Kilowatt-hours, million","9615",""
"United Kingdom","Electricity - Energy industries own use","1992","Kilowatt-hours, million","9984",""
"United Kingdom","Electricity - Energy industries own use","1991","Kilowatt-hours, million","9794",""
"United Kingdom","Electricity - Energy industries own use","1990","Kilowatt-hours, million","9984",""
"United Kingdom","Electricity - Own use by coal mines","2021","Kilowatt-hours, million","343.018",""
"United Kingdom","Electricity - Own use by coal mines","2020","Kilowatt-hours, million","349.336",""
"United Kingdom","Electricity - Own use by coal mines","2019","Kilowatt-hours, million","386.696",""
"United Kingdom","Electricity - Own use by coal mines","2018","Kilowatt-hours, million","417.98",""
"United Kingdom","Electricity - Own use by coal mines","2017","Kilowatt-hours, million","450.595",""
"United Kingdom","Electricity - Own use by coal mines","2016","Kilowatt-hours, million","465",""
"United Kingdom","Electricity - Own use by coal mines","2015","Kilowatt-hours, million","549",""
"United Kingdom","Electricity - Own use by coal mines","2014","Kilowatt-hours, million","741",""
"United Kingdom","Electricity - Own use by coal mines","2013","Kilowatt-hours, million","873",""
"United Kingdom","Electricity - Own use by coal mines","2012","Kilowatt-hours, million","902",""
"United Kingdom","Electricity - Own use by coal mines","2011","Kilowatt-hours, million","929",""
"United Kingdom","Electricity - Own use by coal mines","2010","Kilowatt-hours, million","1040",""
"United Kingdom","Electricity - Own use by coal mines","2009","Kilowatt-hours, million","1018",""
"United Kingdom","Electricity - Own use by coal mines","2008","Kilowatt-hours, million","1058",""
"United Kingdom","Electricity - Own use by coal mines","2007","Kilowatt-hours, million","1073",""
"United Kingdom","Electricity - Own use by coal mines","2006","Kilowatt-hours, million","1133",""
"United Kingdom","Electricity - Own use by coal mines","2005","Kilowatt-hours, million","1165",""
"United Kingdom","Electricity - Own use by coal mines","2004","Kilowatt-hours, million","1118",""
"United Kingdom","Electricity - Own use by coal mines","2003","Kilowatt-hours, million","1190",""
"United Kingdom","Electricity - Own use by coal mines","2002","Kilowatt-hours, million","1163",""
"United Kingdom","Electricity - Own use by coal mines","2001","Kilowatt-hours, million","1223",""
"United Kingdom","Electricity - Own use by coal mines","2000","Kilowatt-hours, million","1283",""
"United Kingdom","Electricity - Own use by coal mines","1999","Kilowatt-hours, million","1358",""
"United Kingdom","Electricity - Own use by coal mines","1998","Kilowatt-hours, million","1334",""
"United Kingdom","Electricity - Own use by coal mines","1997","Kilowatt-hours, million","1528",""
"United Kingdom","Electricity - Own use by coal mines","1996","Kilowatt-hours, million","1793",""
"United Kingdom","Electricity - Own use by coal mines","1995","Kilowatt-hours, million","2000",""
"United Kingdom","Electricity - Own use by coal mines","1994","Kilowatt-hours, million","1302",""
"United Kingdom","Electricity - Own use by coal mines","1993","Kilowatt-hours, million","2990",""
"United Kingdom","Electricity - Own use by coal mines","1992","Kilowatt-hours, million","3672",""
"United Kingdom","Electricity - Own use by coal mines","1991","Kilowatt-hours, million","4107",""
"United Kingdom","Electricity - Own use by coal mines","1990","Kilowatt-hours, million","4656",""
"United Kingdom","Electricity - Own use by oil and gas extraction","2021","Kilowatt-hours, million","614.342",""
"United Kingdom","Electricity - Own use by oil and gas extraction","2020","Kilowatt-hours, million","627.532",""
"United Kingdom","Electricity - Own use by oil and gas extraction","2019","Kilowatt-hours, million","645.144",""
"United Kingdom","Electricity - Own use by oil and gas extraction","2018","Kilowatt-hours, million","632.06",""
"United Kingdom","Electricity - Own use by oil and gas extraction","2017","Kilowatt-hours, million","583.506",""
"United Kingdom","Electricity - Own use by oil and gas extraction","2016","Kilowatt-hours, million","557",""
"United Kingdom","Electricity - Own use by oil and gas extraction","2015","Kilowatt-hours, million","606",""
"United Kingdom","Electricity - Own use by oil and gas extraction","2014","Kilowatt-hours, million","536",""
"United Kingdom","Electricity - Own use by oil and gas extraction","2013","Kilowatt-hours, million","570",""
"United Kingdom","Electricity - Own use by oil and gas extraction","2012","Kilowatt-hours, million","565",""
"United Kingdom","Electricity - Own use by oil and gas extraction","2011","Kilowatt-hours, million","576",""
"United Kingdom","Electricity - Own use by oil and gas extraction","2010","Kilowatt-hours, million","563",""
"United Kingdom","Electricity - Own use by oil and gas extraction","2009","Kilowatt-hours, million","594",""
"United Kingdom","Electricity - Own use by oil and gas extraction","2008","Kilowatt-hours, million","598",""
"United Kingdom","Electricity - Own use by oil and gas extraction","2007","Kilowatt-hours, million","560",""
"United Kingdom","Electricity - Own use by oil and gas extraction","2006","Kilowatt-hours, million","546",""
"United Kingdom","Electricity - Own use by oil and gas extraction","2005","Kilowatt-hours, million","505",""
"United Kingdom","Electricity - Own use by oil and gas extraction","2004","Kilowatt-hours, million","558",""
"United Kingdom","Electricity - Own use by oil and gas extraction","2003","Kilowatt-hours, million","551",""
"United Kingdom","Electricity - Own use by oil and gas extraction","2002","Kilowatt-hours, million","540",""
"United Kingdom","Electricity - Own use by oil and gas extraction","2001","Kilowatt-hours, million","675",""
"United Kingdom","Electricity - Own use by oil and gas extraction","2000","Kilowatt-hours, million","527",""
"United Kingdom","Electricity - Own use by oil and gas extraction","1999","Kilowatt-hours, million","408",""
"United Kingdom","Electricity - Own use by oil and gas extraction","1998","Kilowatt-hours, million","537",""
"United Kingdom","Electricity - Own use by oil and gas extraction","1997","Kilowatt-hours, million","674",""
"United Kingdom","Electricity - Own use by oil and gas extraction","1996","Kilowatt-hours, million","772",""
"United Kingdom","Electricity - Own use by oil and gas extraction","1995","Kilowatt-hours, million","745",""
"United Kingdom","Electricity - Own use by oil and gas extraction","1994","Kilowatt-hours, million","592",""
"United Kingdom","Electricity - Own use by oil and gas extraction","1993","Kilowatt-hours, million","853",""
"United Kingdom","Electricity - Own use by oil and gas extraction","1992","Kilowatt-hours, million","806",""
"United Kingdom","Electricity - Own use by oil and gas extraction","1991","Kilowatt-hours, million","549",""
"United Kingdom","Electricity - Own use by oil and gas extraction","1990","Kilowatt-hours, million","396",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","2021","Kilowatt-hours, million","22.16",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","2020","Kilowatt-hours, million","17.8",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","2019","Kilowatt-hours, million","19.452",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","2018","Kilowatt-hours, million","21.034",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","2017","Kilowatt-hours, million","28.114",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","2016","Kilowatt-hours, million","25",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","2015","Kilowatt-hours, million","30",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","2014","Kilowatt-hours, million","30",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","2013","Kilowatt-hours, million","41",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","2012","Kilowatt-hours, million","49",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","2011","Kilowatt-hours, million","56",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","2010","Kilowatt-hours, million","47",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","2009","Kilowatt-hours, million","50",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","2008","Kilowatt-hours, million","49",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","2007","Kilowatt-hours, million","77",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","2006","Kilowatt-hours, million","89",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","2005","Kilowatt-hours, million","94",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","2004","Kilowatt-hours, million","66",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","2003","Kilowatt-hours, million","71",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","2002","Kilowatt-hours, million","89",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","2001","Kilowatt-hours, million","115",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","2000","Kilowatt-hours, million","115",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","1999","Kilowatt-hours, million","54",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","1998","Kilowatt-hours, million","77",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","1997","Kilowatt-hours, million","101",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","1996","Kilowatt-hours, million","215",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","1995","Kilowatt-hours, million","205",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","1994","Kilowatt-hours, million","128",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","1993","Kilowatt-hours, million","82",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","1992","Kilowatt-hours, million","69",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","1991","Kilowatt-hours, million","99",""
"United Kingdom","Electricity - Own use by nuclear fuel extraction and processing","1990","Kilowatt-hours, million","94",""
"United Kingdom","Electricity - Own use by gas works","1990","Kilowatt-hours, million","0",""
"United Kingdom","Electricity - Own use by blast furnaces","2021","Kilowatt-hours, million","177.839",""
"United Kingdom","Electricity - Own use by blast furnaces","2020","Kilowatt-hours, million","172.087",""
"United Kingdom","Electricity - Own use by blast furnaces","2019","Kilowatt-hours, million","174.418",""
"United Kingdom","Electricity - Own use by blast furnaces","2018","Kilowatt-hours, million","177.839",""
"United Kingdom","Electricity - Own use by blast furnaces","2017","Kilowatt-hours, million","186.289",""
"United Kingdom","Electricity - Own use by blast furnaces","2016","Kilowatt-hours, million","209",""
"United Kingdom","Electricity - Own use by blast furnaces","2015","Kilowatt-hours, million","344",""
"United Kingdom","Electricity - Own use by blast furnaces","2014","Kilowatt-hours, million","440",""
"United Kingdom","Electricity - Own use by blast furnaces","2013","Kilowatt-hours, million","438",""
"United Kingdom","Electricity - Own use by blast furnaces","2012","Kilowatt-hours, million","369",""
"United Kingdom","Electricity - Own use by blast furnaces","2011","Kilowatt-hours, million","253",""
"United Kingdom","Electricity - Own use by blast furnaces","2010","Kilowatt-hours, million","297",""
"United Kingdom","Electricity - Own use by blast furnaces","2009","Kilowatt-hours, million","464",""
"United Kingdom","Electricity - Own use by blast furnaces","2008","Kilowatt-hours, million","452",""
"United Kingdom","Electricity - Own use by blast furnaces","2007","Kilowatt-hours, million","479",""
"United Kingdom","Electricity - Own use by blast furnaces","2006","Kilowatt-hours, million","497",""
"United Kingdom","Electricity - Own use by blast furnaces","2005","Kilowatt-hours, million","515",""
"United Kingdom","Electricity - Own use by blast furnaces","2004","Kilowatt-hours, million","468",""
"United Kingdom","Electricity - Own use by blast furnaces","2003","Kilowatt-hours, million","492",""
"United Kingdom","Electricity - Own use by blast furnaces","2002","Kilowatt-hours, million","502",""
"United Kingdom","Electricity - Own use by blast furnaces","2001","Kilowatt-hours, million","885",""
"United Kingdom","Electricity - Own use by blast furnaces","2000","Kilowatt-hours, million","877",""
"United Kingdom","Electricity - Own use by blast furnaces","1999","Kilowatt-hours, million","948",""
"United Kingdom","Electricity - Own use by blast furnaces","1998","Kilowatt-hours, million","948",""
"United Kingdom","Electricity - Own use by blast furnaces","1997","Kilowatt-hours, million","904",""
"United Kingdom","Electricity - Own use by blast furnaces","1996","Kilowatt-hours, million","864",""
"United Kingdom","Electricity - Own use by blast furnaces","1995","Kilowatt-hours, million","780",""
"United Kingdom","Electricity - Own use by blast furnaces","1994","Kilowatt-hours, million","993",""
"United Kingdom","Electricity - Own use by blast furnaces","1993","Kilowatt-hours, million","1033",""
"United Kingdom","Electricity - Own use by blast furnaces","1992","Kilowatt-hours, million","1100",""
"United Kingdom","Electricity - Own use by blast furnaces","1991","Kilowatt-hours, million","854",""
"United Kingdom","Electricity - Own use by blast furnaces","1990","Kilowatt-hours, million","812",""
"United Kingdom","Electricity - Own use by oil refineries","2021","Kilowatt-hours, million","4669.355",""
"United Kingdom","Electricity - Own use by oil refineries","2020","Kilowatt-hours, million","4626.225",""
"United Kingdom","Electricity - Own use by oil refineries","2019","Kilowatt-hours, million","4223.903",""
"United Kingdom","Electricity - Own use by oil refineries","2018","Kilowatt-hours, million","4179.037",""
"United Kingdom","Electricity - Own use by oil refineries","2017","Kilowatt-hours, million","4334.492",""
"United Kingdom","Electricity - Own use by oil refineries","2016","Kilowatt-hours, million","4401",""
"United Kingdom","Electricity - Own use by oil refineries","2015","Kilowatt-hours, million","4532",""
"United Kingdom","Electricity - Own use by oil refineries","2014","Kilowatt-hours, million","4873",""
"United Kingdom","Electricity - Own use by oil refineries","2013","Kilowatt-hours, million","4681",""
"United Kingdom","Electricity - Own use by oil refineries","2012","Kilowatt-hours, million","3793",""
"United Kingdom","Electricity - Own use by oil refineries","2011","Kilowatt-hours, million","4684",""
"United Kingdom","Electricity - Own use by oil refineries","2010","Kilowatt-hours, million","5034",""
"United Kingdom","Electricity - Own use by oil refineries","2009","Kilowatt-hours, million","4519",""
"United Kingdom","Electricity - Own use by oil refineries","2008","Kilowatt-hours, million","4351",""
"United Kingdom","Electricity - Own use by oil refineries","2007","Kilowatt-hours, million","5634",""
"United Kingdom","Electricity - Own use by oil refineries","2006","Kilowatt-hours, million","4660",""
"United Kingdom","Electricity - Own use by oil refineries","2005","Kilowatt-hours, million","4459",""
"United Kingdom","Electricity - Own use by oil refineries","2004","Kilowatt-hours, million","4681",""
"United Kingdom","Electricity - Own use by oil refineries","2003","Kilowatt-hours, million","5769",""
"United Kingdom","Electricity - Own use by oil refineries","2002","Kilowatt-hours, million","6553",""
"United Kingdom","Electricity - Own use by oil refineries","2001","Kilowatt-hours, million","5231",""
"United Kingdom","Electricity - Own use by oil refineries","2000","Kilowatt-hours, million","6362",""
"United Kingdom","Electricity - Own use by oil refineries","1999","Kilowatt-hours, million","4981",""
"United Kingdom","Electricity - Own use by oil refineries","1998","Kilowatt-hours, million","5136",""
"United Kingdom","Electricity - Own use by oil refineries","1997","Kilowatt-hours, million","5228",""
"United Kingdom","Electricity - Own use by oil refineries","1996","Kilowatt-hours, million","5174",""
"United Kingdom","Electricity - Own use by oil refineries","1995","Kilowatt-hours, million","4548",""
"United Kingdom","Electricity - Own use by oil refineries","1994","Kilowatt-hours, million","4483",""
"United Kingdom","Electricity - Own use by oil refineries","1993","Kilowatt-hours, million","4566",""
"United Kingdom","Electricity - Own use by oil refineries","1992","Kilowatt-hours, million","4051",""
"United Kingdom","Electricity - Own use by oil refineries","1991","Kilowatt-hours, million","4068",""
"United Kingdom","Electricity - Own use by oil refineries","1990","Kilowatt-hours, million","3908",""
