"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Netherlands (Kingd. of the)","Electricity - total wind production","2019","Kilowatt-hours, million","11507.927",""
"Netherlands (Kingd. of the)","Electricity - total wind production","2018","Kilowatt-hours, million","10548.511",""
"New Caledonia","Electricity - total wind production","2022","Kilowatt-hours, million","49.426",""
"New Caledonia","Electricity - total wind production","2021","Kilowatt-hours, million","41.0422",""
"New Caledonia","Electricity - total wind production","2020","Kilowatt-hours, million","48.5645",""
"New Caledonia","Electricity - total wind production","2019","Kilowatt-hours, million","56.5756",""
"New Caledonia","Electricity - total wind production","2018","Kilowatt-hours, million","45.0016",""
"New Zealand","Electricity - total wind production","2021","Kilowatt-hours, million","2642.454",""
"New Zealand","Electricity - total wind production","2020","Kilowatt-hours, million","2304.566",""
"New Zealand","Electricity - total wind production","2019","Kilowatt-hours, million","2255.442",""
"New Zealand","Electricity - total wind production","2018","Kilowatt-hours, million","2067.759",""
"Nicaragua","Electricity - total wind production","2021","Kilowatt-hours, million","655.838",""
"Nicaragua","Electricity - total wind production","2020","Kilowatt-hours, million","549.933",""
"Nicaragua","Electricity - total wind production","2019","Kilowatt-hours, million","730.165",""
"Nicaragua","Electricity - total wind production","2018","Kilowatt-hours, million","801",""
"Nigeria","Electricity - total wind production","2020","Kilowatt-hours, million","3","1"
"Nigeria","Electricity - total wind production","2019","Kilowatt-hours, million","3",""
"Nigeria","Electricity - total wind production","2018","Kilowatt-hours, million","3",""
"North Macedonia","Electricity - total wind production","2022","Kilowatt-hours, million","107.656",""
"North Macedonia","Electricity - total wind production","2021","Kilowatt-hours, million","103.336",""
"North Macedonia","Electricity - total wind production","2020","Kilowatt-hours, million","116.884",""
"North Macedonia","Electricity - total wind production","2019","Kilowatt-hours, million","101.807",""
"North Macedonia","Electricity - total wind production","2018","Kilowatt-hours, million","101.807",""
"Norway","Electricity - total wind production","2021","Kilowatt-hours, million","11769.184",""
"Norway","Electricity - total wind production","2020","Kilowatt-hours, million","9912.532",""
"Norway","Electricity - total wind production","2019","Kilowatt-hours, million","5524.508",""
"Norway","Electricity - total wind production","2018","Kilowatt-hours, million","3876.856",""
"Other Asia","Electricity - total wind production","2021","Kilowatt-hours, million","2208.638",""
"Other Asia","Electricity - total wind production","2020","Kilowatt-hours, million","2308.872",""
"Other Asia","Electricity - total wind production","2019","Kilowatt-hours, million","1892.232",""
"Other Asia","Electricity - total wind production","2018","Kilowatt-hours, million","1707.185",""
"Pakistan","Electricity - total wind production","2021","Kilowatt-hours, million","4800",""
"Pakistan","Electricity - total wind production","2020","Kilowatt-hours, million","2900",""
"Pakistan","Electricity - total wind production","2019","Kilowatt-hours, million","2914",""
"Pakistan","Electricity - total wind production","2018","Kilowatt-hours, million","3234",""
"Panama","Electricity - total wind production","2022","Kilowatt-hours, million","579.3",""
"Panama","Electricity - total wind production","2021","Kilowatt-hours, million","529.6",""
"Panama","Electricity - total wind production","2020","Kilowatt-hours, million","584.2",""
"Panama","Electricity - total wind production","2019","Kilowatt-hours, million","724.6",""
"Panama","Electricity - total wind production","2018","Kilowatt-hours, million","587.9",""
"Peru","Electricity - total wind production","2022","Kilowatt-hours, million","1931.87",""
"Peru","Electricity - total wind production","2021","Kilowatt-hours, million","1821.349",""
"Peru","Electricity - total wind production","2020","Kilowatt-hours, million","1814.102",""
"Peru","Electricity - total wind production","2019","Kilowatt-hours, million","1655.039",""
"Peru","Electricity - total wind production","2018","Kilowatt-hours, million","1502.438",""
"Philippines","Electricity - total wind production","2022","Kilowatt-hours, million","1030",""
"Philippines","Electricity - total wind production","2021","Kilowatt-hours, million","1269.7",""
"Philippines","Electricity - total wind production","2020","Kilowatt-hours, million","1026.4",""
"Philippines","Electricity - total wind production","2019","Kilowatt-hours, million","1041.7",""
"Philippines","Electricity - total wind production","2018","Kilowatt-hours, million","1152.9",""
"Poland","Electricity - total wind production","2021","Kilowatt-hours, million","16233.547",""
"Poland","Electricity - total wind production","2020","Kilowatt-hours, million","15800.049",""
"Poland","Electricity - total wind production","2019","Kilowatt-hours, million","15106.759",""
"Poland","Electricity - total wind production","2018","Kilowatt-hours, million","12798.792",""
"Portugal","Electricity - total wind production","2021","Kilowatt-hours, million","13215.614",""
"Portugal","Electricity - total wind production","2020","Kilowatt-hours, million","12298.663",""
"Portugal","Electricity - total wind production","2019","Kilowatt-hours, million","13666.949",""
"Portugal","Electricity - total wind production","2018","Kilowatt-hours, million","12616.584",""
"Puerto Rico","Electricity - total wind production","2022","Kilowatt-hours, million","155.704",""
"Puerto Rico","Electricity - total wind production","2021","Kilowatt-hours, million","165.69",""
"Puerto Rico","Electricity - total wind production","2020","Kilowatt-hours, million","142.7",""
"Puerto Rico","Electricity - total wind production","2019","Kilowatt-hours, million","159",""
"Puerto Rico","Electricity - total wind production","2018","Kilowatt-hours, million","107.8",""
"Republic of Moldova","Electricity - total wind production","2022","Kilowatt-hours, million","140",""
"Republic of Moldova","Electricity - total wind production","2021","Kilowatt-hours, million","77",""
"Republic of Moldova","Electricity - total wind production","2020","Kilowatt-hours, million","51",""
"Republic of Moldova","Electricity - total wind production","2019","Kilowatt-hours, million","43",""
"Republic of Moldova","Electricity - total wind production","2018","Kilowatt-hours, million","23",""
"Romania","Electricity - total wind production","2021","Kilowatt-hours, million","6575.55",""
"Romania","Electricity - total wind production","2020","Kilowatt-hours, million","6945.462",""
"Romania","Electricity - total wind production","2019","Kilowatt-hours, million","6772.809",""
"Romania","Electricity - total wind production","2018","Kilowatt-hours, million","6322.219",""
"Russian Federation","Electricity - total wind production","2021","Kilowatt-hours, million","3311.3",""
"Russian Federation","Electricity - total wind production","2020","Kilowatt-hours, million","1240.9",""
"Russian Federation","Electricity - total wind production","2019","Kilowatt-hours, million","330.793",""
"Russian Federation","Electricity - total wind production","2018","Kilowatt-hours, million","231.883",""
"Samoa","Electricity - total wind production","2022","Kilowatt-hours, million","0.1","1"
"Samoa","Electricity - total wind production","2021","Kilowatt-hours, million","0.106",""
"Samoa","Electricity - total wind production","2020","Kilowatt-hours, million","0.218",""
"Samoa","Electricity - total wind production","2019","Kilowatt-hours, million","0.216",""
"Samoa","Electricity - total wind production","2018","Kilowatt-hours, million","0.134",""
"Saudi Arabia","Electricity - total wind production","2021","Kilowatt-hours, million","409",""
"Saudi Arabia","Electricity - total wind production","2020","Kilowatt-hours, million","6","1"
"Saudi Arabia","Electricity - total wind production","2019","Kilowatt-hours, million","5.69",""
"Saudi Arabia","Electricity - total wind production","2018","Kilowatt-hours, million","4.82",""
"Senegal","Electricity - total wind production","2021","Kilowatt-hours, million","399.857",""
"Senegal","Electricity - total wind production","2020","Kilowatt-hours, million","217.389",""
"Senegal","Electricity - total wind production","2019","Kilowatt-hours, million","23.132",""
"Serbia","Electricity - total wind production","2021","Kilowatt-hours, million","1084.541",""
"Serbia","Electricity - total wind production","2020","Kilowatt-hours, million","975.63",""
"Serbia","Electricity - total wind production","2019","Kilowatt-hours, million","898.212",""
"Serbia","Electricity - total wind production","2018","Kilowatt-hours, million","150.418",""
"Seychelles","Electricity - total wind production","2022","Kilowatt-hours, million","6.58",""
"Seychelles","Electricity - total wind production","2021","Kilowatt-hours, million","5.1",""
"Seychelles","Electricity - total wind production","2020","Kilowatt-hours, million","6",""
"Seychelles","Electricity - total wind production","2019","Kilowatt-hours, million","4.9",""
"Seychelles","Electricity - total wind production","2018","Kilowatt-hours, million","7.4",""
"Slovakia","Electricity - total wind production","2021","Kilowatt-hours, million","5",""
"Slovakia","Electricity - total wind production","2020","Kilowatt-hours, million","4",""
"Slovakia","Electricity - total wind production","2019","Kilowatt-hours, million","6",""
"Slovakia","Electricity - total wind production","2018","Kilowatt-hours, million","6",""
"Slovenia","Electricity - total wind production","2021","Kilowatt-hours, million","5.593",""
"Slovenia","Electricity - total wind production","2020","Kilowatt-hours, million","6.251",""
"Slovenia","Electricity - total wind production","2019","Kilowatt-hours, million","6.15",""
"Slovenia","Electricity - total wind production","2018","Kilowatt-hours, million","6.021",""
"Somalia","Electricity - total wind production","2022","Kilowatt-hours, million","6.22","1"
"Somalia","Electricity - total wind production","2021","Kilowatt-hours, million","6.22",""
"Somalia","Electricity - total wind production","2020","Kilowatt-hours, million","6.22",""
"Somalia","Electricity - total wind production","2019","Kilowatt-hours, million","6.22",""
"Somalia","Electricity - total wind production","2018","Kilowatt-hours, million","6.22",""
"South Africa","Electricity - total wind production","2021","Kilowatt-hours, million","8356",""
"South Africa","Electricity - total wind production","2020","Kilowatt-hours, million","5937",""
"South Africa","Electricity - total wind production","2019","Kilowatt-hours, million","6624",""
"South Africa","Electricity - total wind production","2018","Kilowatt-hours, million","6467",""
"Spain","Electricity - total wind production","2021","Kilowatt-hours, million","62061",""
"Spain","Electricity - total wind production","2020","Kilowatt-hours, million","56444",""
"Spain","Electricity - total wind production","2019","Kilowatt-hours, million","55647",""
"Spain","Electricity - total wind production","2018","Kilowatt-hours, million","50896",""
"Sri Lanka","Electricity - total wind production","2021","Kilowatt-hours, million","645.2",""
"Sri Lanka","Electricity - total wind production","2020","Kilowatt-hours, million","344.457",""
"Sri Lanka","Electricity - total wind production","2019","Kilowatt-hours, million","350.2",""
"Sri Lanka","Electricity - total wind production","2018","Kilowatt-hours, million","326.333",""
"St. Helena and Depend.","Electricity - total wind production","2022","Kilowatt-hours, million","0.986",""
"St. Helena and Depend.","Electricity - total wind production","2021","Kilowatt-hours, million","1.366",""
"St. Helena and Depend.","Electricity - total wind production","2020","Kilowatt-hours, million","1.831",""
"St. Helena and Depend.","Electricity - total wind production","2019","Kilowatt-hours, million","1.887",""
"St. Helena and Depend.","Electricity - total wind production","2018","Kilowatt-hours, million","2.503",""
"St. Kitts-Nevis","Electricity - total wind production","2022","Kilowatt-hours, million","5.58","1"
"St. Kitts-Nevis","Electricity - total wind production","2021","Kilowatt-hours, million","5.58",""
"St. Kitts-Nevis","Electricity - total wind production","2020","Kilowatt-hours, million","5.58",""
"St. Kitts-Nevis","Electricity - total wind production","2019","Kilowatt-hours, million","5.58",""
"St. Kitts-Nevis","Electricity - total wind production","2018","Kilowatt-hours, million","5.58",""
"Sweden","Electricity - total wind production","2021","Kilowatt-hours, million","27244",""
"Sweden","Electricity - total wind production","2020","Kilowatt-hours, million","27526",""
"Sweden","Electricity - total wind production","2019","Kilowatt-hours, million","19847",""
"Sweden","Electricity - total wind production","2018","Kilowatt-hours, million","16623",""
"Switzerland","Electricity - total wind production","2021","Kilowatt-hours, million","145.566",""
"Switzerland","Electricity - total wind production","2020","Kilowatt-hours, million","145.45",""
"Switzerland","Electricity - total wind production","2019","Kilowatt-hours, million","145.92",""
"Switzerland","Electricity - total wind production","2018","Kilowatt-hours, million","121.8",""
"Thailand","Electricity - total wind production","2022","Kilowatt-hours, million","2988",""
"Thailand","Electricity - total wind production","2021","Kilowatt-hours, million","3462.43",""
"Thailand","Electricity - total wind production","2020","Kilowatt-hours, million","3124",""
"Thailand","Electricity - total wind production","2019","Kilowatt-hours, million","3670.3",""
"Thailand","Electricity - total wind production","2018","Kilowatt-hours, million","1641.4",""
"Tonga","Electricity - total wind production","2022","Kilowatt-hours, million","2.63","1"
"Tonga","Electricity - total wind production","2021","Kilowatt-hours, million","2.331",""
"Tonga","Electricity - total wind production","2020","Kilowatt-hours, million","2.62",""
"Tonga","Electricity - total wind production","2019","Kilowatt-hours, million","0.227",""
"Tonga","Electricity - total wind production","2018","Kilowatt-hours, million","0.022",""
"Trinidad and Tobago","Electricity - total wind production","2021","Kilowatt-hours, million","0.059",""
"Trinidad and Tobago","Electricity - total wind production","2020","Kilowatt-hours, million","0.059",""
"Trinidad and Tobago","Electricity - total wind production","2019","Kilowatt-hours, million","0.059",""
"Trinidad and Tobago","Electricity - total wind production","2018","Kilowatt-hours, million","0.059",""
"Tunisia","Electricity - total wind production","2021","Kilowatt-hours, million","425.07",""
"Tunisia","Electricity - total wind production","2020","Kilowatt-hours, million","465.22",""
"Tunisia","Electricity - total wind production","2019","Kilowatt-hours, million","500",""
"Tunisia","Electricity - total wind production","2018","Kilowatt-hours, million","453",""
"Türkiye","Electricity - total wind production","2021","Kilowatt-hours, million","31436.75",""
"Türkiye","Electricity - total wind production","2020","Kilowatt-hours, million","24828.222",""
"Türkiye","Electricity - total wind production","2019","Kilowatt-hours, million","21730.713",""
"Türkiye","Electricity - total wind production","2018","Kilowatt-hours, million","19949.206",""
"Ukraine","Electricity - total wind production","2021","Kilowatt-hours, million","2832.6",""
"Ukraine","Electricity - total wind production","2020","Kilowatt-hours, million","3270.6",""
"Ukraine","Electricity - total wind production","2019","Kilowatt-hours, million","2020.2",""
"Ukraine","Electricity - total wind production","2018","Kilowatt-hours, million","1188",""
"United Kingdom","Electricity - total wind production","2021","Kilowatt-hours, million","64662.064",""
"United Kingdom","Electricity - total wind production","2020","Kilowatt-hours, million","75614.876",""
"United Kingdom","Electricity - total wind production","2019","Kilowatt-hours, million","63834.897",""
"United Kingdom","Electricity - total wind production","2018","Kilowatt-hours, million","56684.902",""
"United States","Electricity - total wind production","2021","Kilowatt-hours, million","382813.997",""
"United States","Electricity - total wind production","2020","Kilowatt-hours, million","341818.283",""
"United States","Electricity - total wind production","2019","Kilowatt-hours, million","298200.12",""
"United States","Electricity - total wind production","2018","Kilowatt-hours, million","275834.468",""
"United States Virgin Is.","Electricity - total wind production","2022","Kilowatt-hours, million","0",""
"United States Virgin Is.","Electricity - total wind production","2021","Kilowatt-hours, million","0",""
"United States Virgin Is.","Electricity - total wind production","2020","Kilowatt-hours, million","0",""
"United States Virgin Is.","Electricity - total wind production","2019","Kilowatt-hours, million","0.272",""
"United States Virgin Is.","Electricity - total wind production","2018","Kilowatt-hours, million","0.272",""
"Uruguay","Electricity - total wind production","2022","Kilowatt-hours, million","4783.1",""
"Uruguay","Electricity - total wind production","2021","Kilowatt-hours, million","4991.3",""
"Uruguay","Electricity - total wind production","2020","Kilowatt-hours, million","5475.5",""
"Uruguay","Electricity - total wind production","2019","Kilowatt-hours, million","4752.4",""
"Uruguay","Electricity - total wind production","2018","Kilowatt-hours, million","4732.2",""
"Uzbekistan","Electricity - total wind production","2021","Kilowatt-hours, million","1.2",""
"Uzbekistan","Electricity - total wind production","2020","Kilowatt-hours, million","15.5",""
"Uzbekistan","Electricity - total wind production","2019","Kilowatt-hours, million","15.5",""
"Vanuatu","Electricity - total wind production","2022","Kilowatt-hours, million","5.8","1"
"Vanuatu","Electricity - total wind production","2021","Kilowatt-hours, million","4.13",""
"Vanuatu","Electricity - total wind production","2020","Kilowatt-hours, million","5.62",""
"Vanuatu","Electricity - total wind production","2019","Kilowatt-hours, million","6.16",""
"Vanuatu","Electricity - total wind production","2018","Kilowatt-hours, million","4.37",""
"Venezuela (Bolivar. Rep.)","Electricity - total wind production","2022","Kilowatt-hours, million","16.22",""
"Venezuela (Bolivar. Rep.)","Electricity - total wind production","2021","Kilowatt-hours, million","19.14",""
"Venezuela (Bolivar. Rep.)","Electricity - total wind production","2020","Kilowatt-hours, million","19.88",""
"Venezuela (Bolivar. Rep.)","Electricity - total wind production","2019","Kilowatt-hours, million","60.36",""
"Venezuela (Bolivar. Rep.)","Electricity - total wind production","2018","Kilowatt-hours, million","43","1"
"Viet Nam","Electricity - total wind production","2021","Kilowatt-hours, million","3346",""
"Viet Nam","Electricity - total wind production","2020","Kilowatt-hours, million","976",""
"Viet Nam","Electricity - total wind production","2019","Kilowatt-hours, million","312",""
"Viet Nam","Electricity - total wind production","2018","Kilowatt-hours, million","312",""

"fnSeqID","Footnote"
"1","Estimate"
